Wavelength, nm	Energy, eV	Hemispherica	Direct	Hemispherica
		Hemispherical Tilt Irrad, W.m-2.nm-1	Direct + Circumsolar, W.m-2.nm-1	Hemispherical Tilt Irrad, W.m-2.eV-1
631	1,9648177496038	1,4161	1,2799	454,779635505727
632	1,96170886075949	1,3638	1,2327	439,372843361833
633	1,95860979462875	1,4508	1,311	468,881756089692
634	1,95552050473186	1,4284	1,2907	463,102073237619
635	1,95244094488189	1,4458	1,3065	470,22318519116
636	1,94937106918239	1,4128	1,2768	460,938819809647
637	1,94631083202512	1,461	1,3204	478,164630585578
638	1,94326018808777	1,4707	1,3292	482,851758993386
639	1,94021909233177	1,4646	1,3238	482,357587191482
640	1,9371875	1,434	1,2962	473,75899338603
641	1,93416536661466	1,4348	1,297	475,505774157122
642	1,93115264797508	1,4376	1,2995	477,92141184062
643	1,92814930015552	1,4525	1,313	484,380281093725
644	1,92515527950311	1,4462	1,3074	483,780612356832
645	1,92217054263566	1,4567	1,317	488,807563719955
646	1,91919504643963	1,415	1,2797	476,288223907082
647	1,91622874806801	1,4086	1,2744	475,603030650105
648	1,91327160493827	1,3952	1,2625	472,535941926117
649	1,91032357473035	1,3519	1,2234	459,285071705114
650	1,90738461538462	1,3594	1,2299	463,257380222617
651	1,90445468509985	1,4447	1,3071	493,841994434586
652	1,90153374233129	1,3871	1,2558	475,610387481852
653	1,89862174578867	1,4311	1,295	492,203516615583
654	1,89571865443425	1,4153	1,2807	488,261376673657
655	1,89282442748092	1,3499	1,222	467,124413211808
656	1,88993902439024	1,1851	1,0727	411,349567349573
657	1,88706240487062	1,2393	1,1218	431,474919906437
658	1,88419452887538	1,3855	1,254	483,845476689789
659	1,88133535660091	1,3905	1,2586	487,068664703985
660	1,87848484848485	1,3992	1,2668	491,604710437167
661	1,87564296520424	1,3933	1,2618	491,01631658332
662	1,87280966767372	1,3819	1,2518	488,473450233909
663	1,86998491704374	1,3844	1,2539	490,836686239716
664	1,8671686746988	1,3967	1,2647	496,692565897725
665	1,86436090225564	1,4214	1,2871	507,000012098726
666	1,86156156156156	1,4203	1,286	508,132430069366
667	1,85877061469265	1,4102	1,2767	506,035221648653
668	1,8559880239521	1,415	1,281	509,281303436038
669	1,85321375186846	1,4394	1,3032	519,615505242781
670	1,85044776119403	1,4196	1,2853	514,001000161316
671	1,84769001490313	1,4169	1,2829	514,555954912083
672	1,84494047619048	1,3972	1,2651	508,915280529118
673	1,84219910846954	1,4094	1,276	514,887992095499
674	1,83946587537092	1,4074	1,2742	515,686435231489
675	1,83674074074074	1,3958	1,2639	512,954811259881
676	1,83402366863905	1,412	1,2786	520,446936602678
677	1,83131462333826	1,3991	1,2669	517,218990079045
678	1,82861356932153	1,4066	1,2737	521,528887239877
679	1,8259204712813	1,3947	1,2629	518,643234957251
680	1,82323529411765	1,3969	1,265	520,99254718503
681	1,82055800293686	1,3915	1,2601	520,506074770124
682	1,81788856304985	1,3981	1,2662	524,511908694951
683	1,81522693997072	1,383	1,2526	520,369645910631
684	1,8125730994152	1,3739	1,2445	518,460524600742
685	1,80992700729927	1,3748	1,2454	520,318220680755
686	1,80728862973761	1,3438	1,2174	510,07170898532
687	1,80465793304221	0,9682	0,8829	368,575887885143
688	1,80203488372093	1,1206	1,0195	427,834559122439
689	1,79941944847605	1,1278	1,026	431,836057267301
690	1,7968115942029	1,1821	1,0746	453,942418131957
691	1,79421128798842	1,2333	1,1201	474,977671640587
692	1,79161849710983	1,2689	1,1516	490,103669624133
693	1,78903318903319	1,2609	1,1446	488,422297225359
694	1,7864553314121	1,2464	1,1318	484,199959993547
695	1,78388489208633	1,2714	1,1538	495,33633247298
696	1,78132183908046	1,2684	1,1513	495,59062300371
697	1,77876614060258	1,3403	1,2151	525,18938756251
698	1,77621776504298	1,3192	1,1961	518,405804807227
699	1,77367668097282	1,2918	1,1721	509,0940246814
700	1,77114285714286	1,2823	1,1636	506,797064042588
701	1,76861626248217	1,2659	1,1489	501,745866994677
702	1,76609686609687	1,2674	1,15	503,774632682691
703	1,76358463726885	1,2747	1,1567	508,120835860623
704	1,76107954545455	1,3078	1,1864	522,799326342959
705	1,75858156028369	1,3214	1,1989	529,737727859332
706	1,75609065155807	1,3144	1,1925	528,42739022423
707	1,75360678925035	1,309	1,1875	527,748298919181
708	1,75112994350282	1,3048	1,1839	527,544174221649
709	1,74866008462623	1,3095	1,188	530,941094934667
710	1,74619718309859	1,3175	1,1954	535,692652040652
711	1,74374120956399	1,3155	1,1934	536,387220116148
712	1,74129213483146	1,3071	1,1856	534,462415228263
713	1,73884992987377	1,2918	1,1719	529,691139054686
714	1,73641456582633	1,3029	1,1823	535,742223261816
715	1,73398601398601	1,2587	1,1428	519,018315454106
716	1,73156424581006	1,2716	1,1548	525,805266655912
717	1,72914923291492	1,1071	1,0081	459,064310291983
718	1,72674094707521	1,0296	0,9387	428,120269720923
719	1,72433936022253	0,9232	0,8427	384,947890950153
720	1,72194444444444	0,9855	0,8994	412,069043394096
721	1,71955617198336	1,0861	0,9897	455,395475157283
722	1,71717451523546	1,2407	1,1281	521,662412324569
723	1,71479944674965	1,1444	1,0423	482,506103887724
724	1,71243093922652	1,0555	0,9631	446,255660590418
725	1,71006896551724	1,038	0,9474	440,069970963059
726	1,70771349862259	1,0813	0,9864	459,692917244717
727	1,70536451169188	1,085	0,9899	462,537477819003
728	1,70302197802198	1,04	0,9497	444,574415228263
729	1,70068587105624	1,0466	0,955	448,625706242942
730	1,69835616438356	1,1285	1,0294	485,060211324407
731	1,69603283173735	1,0703	0,977	461,305515647685
732	1,69371584699454	1,1534	1,052	498,48314373286
733	1,69140518417462	1,1962	1,0901	518,394177931924
734	1,68910081743869	1,2357	1,1261	536,974341990644
735	1,68680272108844	1,2178	1,1101	530,638816744636
736	1,68451086956522	1,2059	1,0994	526,884341345378
737	1,68222523744912	1,2039	1,0978	527,440844571705
738	1,67994579945799	1,2269	1,1184	538,977031456687
739	1,67767253044655	1,1905	1,0855	524,404783432812
740	1,67540540540541	1,2195	1,1119	538,633811905146
741	1,67314439946019	1,2148	1,1078	538,009032747217
742	1,67088948787062	1,2153	1,1084	539,684166155832
743	1,66864064602961	1,2405	1,1316	552,360690837232
744	1,66639784946237	1,2503	1,1408	558,223956121955
745	1,6641610738255	1,2497	1,1404	559,456962816583
746	1,66193029490617	1,247	1,1381	559,747904500726
747	1,65970548862115	1,2477	1,1389	561,564630827553
748	1,65748663101604	1,2401	1,1323	559,639385707372
749	1,65527369826435	1,2357	1,1286	559,145778109372
750	1,65306666666667	1,2341	1,1273	559,913897402807
751	1,6508655126498	1,2286	1,1224	558,905975641232
752	1,64867021276596	1,233	1,1265	562,40234876593
753	1,6464807436919	1,2266	1,121	560,972124052267
754	1,64429708222812	1,242	1,1353	569,524820132279
755	1,64211920529801	1,2383	1,1321	569,335342393934
756	1,63994708994709	1,2232	1,1185	563,883557993225
757	1,63778071334214	1,2221	1,1176	564,867868123891
758	1,63562005277045	1,2295	1,1246	569,790642039039
759	1,633465085639	1,1945	1,0932	555,03206525246
760	1,63131578947368	0,266	0,2472	123,92450395225
761	1,62917214191853	0,154	0,1433	71,9346943055332
762	1,62703412073491	0,6877	0,6349	322,075236973705
763	1,62490170380079	0,3795	0,3522	178,200625504114
764	1,62277486910995	0,5388	0,4989	253,666240361349
765	1,62065359477124	0,686	0,6338	323,813800613002
766	1,61853785900783	0,8146	0,7508	385,523017906114
767	1,61642764015645	0,9742	0,8957	462,260964510405
768	1,61432291666667	1,1138	1,0222	529,880602677851
769	1,61222366710013	1,1278	1,0347	537,939131956767
770	1,61012987012987	1,1608	1,0646	555,120438780449
771	1,60804150453956	1,1686	1,0716	560,303075173415
772	1,6059585492228	1,1778	1,0802	566,179992902081
773	1,60388098318241	1,1771	1,0797	567,310361267946
774	1,60180878552972	1,1771	1,08	568,779125342797
775	1,59974193548387	1,1771	1,0801	570,249788272302
776	1,59768041237113	1,1798	1,0827	573,033751250202
777	1,5956241956242	1,1727	1,0764	571,054200919503
778	1,59357326478149	1,1713	1,0754	571,841546378448
779	1,59152759948652	1,1765	1,0803	575,857748427166
780	1,58948717948718	1,1636	1,0687	571,006807549605
781	1,58745198463508	1,1607	1,0662	571,045114292628
782	1,58542199488491	1,1662	1,0714	575,22123632844
783	1,58339719029374	1,1614	1,0672	574,319700435554
784	1,58137755102041	1,1536	1,0602	571,920601387321
785	1,57936305732484	1,1586	1,0649	575,865692047104
786	1,57735368956743	1,1592	1,0656	577,632782061623
787	1,57534942820839	1,145	1,053	572,009602355219
788	1,57335025380711	1,1305	1,0399	566,201961606711
789	1,57135614702155	1,1257	1,0359	565,229786820455
790	1,56936708860759	1,091	1,0045	549,195918696564
791	1,56738305941846	1,1058	1,0179	558,056178254557
792	1,56540404040404	1,0953	1,0084	554,155718019035
793	1,56343001261034	1,0875	1,0015	551,59968341668
794	1,56146095717884	1,0972	1,0101	557,924164542668
795	1,55949685534591	1,0932	1,0066	557,29128085175
796	1,55753768844221	1,0742	0,9899	548,983954831425
797	1,5555834378921	1,0913	1,0057	559,12532803678
798	1,55363408521303	1,1121	1,0245	571,212879819326
799	1,55168961201502	1,0905	1,0048	561,523060574286
800	1,54975	1,0725	0,9886	553,637683497338
801	1,5478152309613	1,0843	0,9998	561,129185594451
802	1,54588528678304	1,0856	1,0011	563,205567349572
803	1,5439601494396	1,0657	0,9829	554,261131876109
804	1,54203980099502	1,0782	0,9945	562,159809001452
805	1,54012422360248	1,0545	0,9727	551,171449024036
806	1,53821339950372	1,0974	1,0122	575,020605258913
807	1,5363073110285	1,0859	1,0018	570,407556944669
808	1,53440594059406	1,0821	0,9984	569,821047265688
809	1,53250927070457	1,0548	0,9735	556,82090562994
810	1,53061728395062	1,0559	0,9749	558,780440393612
811	1,52872996300863	1,0533	0,9727	558,781681964833
812	1,52684729064039	1,0268	0,9488	546,067445717051
813	1,5249692496925	1,0086	0,9324	537,710383448943
814	1,52309582309582	0,9036	0,8368	482,918007420552
815	1,52122699386503	0,8952	0,8293	479,604952411679
816	1,51936274509804	0,8322	0,7717	446,947381190515
817	1,51750305997552	0,8518	0,7898	458,595846265527
818	1,51564792176039	0,8226	0,763	443,959834166801
819	1,51379731379731	0,9052	0,8384	489,734519438619
820	1,5119512195122	0,8619	0,799	467,447620583965
821	1,51010962241169	0,9976	0,9229	542,364334247459
822	1,50827250608272	0,9516	0,8808	518,616627197935
823	1,50643985419198	0,6727	0,6258	367,510258348121
824	1,50461165048544	0,9351	0,8662	512,10716050976
825	1,50278787878788	0,9694	0,8975	532,180896112276
826	1,50096852300242	0,9338	0,8653	513,880729795128
827	1,49915356711004	0,9847	0,9118	543,204457412486
828	1,49734299516908	0,8498	0,7887	469,921989998387
829	1,49553679131484	0,9293	0,8614	515,125876189708
830	1,49373493975904	0,916	0,8493	508,979190191967
831	1,49193742478941	0,9239	0,8567	514,606636473625
832	1,49014423076923	0,8943	0,8296	499,319183094047
833	1,48835534213685	0,9565	0,8862	535,332173334409
834	1,48657074340528	0,9341	0,8661	524,051346668818
835	1,48479041916168	1,0032	0,9292	564,168511050169
836	1,48301435406699	0,9723	0,9014	548,10177512502
837	1,48124253285544	1,0092	0,9349	570,264748185191
838	1,47947494033413	0,999	0,9259	565,85074689466
839	1,4777115613826	1,0013	0,9278	568,507902322955
840	1,47595238095238	1,0157	0,9412	578,059299887079
841	1,47419738406659	1,0101	0,9363	576,241763268269
842	1,47244655581948	0,997	0,9241	570,12188094854
843	1,47069988137604	1,0053	0,9317	576,234424665269
844	1,46895734597156	0,9863	0,9143	566,685753185998
845	1,46721893491124	1,0165	0,9423	585,422174947572
846	1,46548463356974	1,0187	0,9445	588,078633005323
847	1,46375442739079	0,9917	0,9195	573,84618914341
848	1,46202830188679	0,9922	0,9201	575,492005807388
849	1,4603062426384	0,986	0,9145	573,245512179384
850	1,45858823529412	0,8937	0,829	520,808396515567
851	1,45687426556992	0,9749	0,9045	569,465683900629
852	1,45516431924883	0,9693	0,8994	567,526010001613
853	1,45345838218054	0,9649	0,8954	566,276757622197
854	1,45175644028103	0,8511	0,79	500,662080658171
855	1,45005847953216	0,913	0,8475	538,333461042104
856	1,44836448598131	0,9732	0,9034	575,172346507501
857	1,44667444574096	0,9917	0,9206	587,476264962091
858	1,44498834498834	0,992	0,9209	589,026204226488
859	1,44330616996508	0,9917	0,9208	590,221477415712
860	1,44162790697674	0,9882	0,9176	589,508565897725
861	1,43995354239257	0,9868	0,9165	590,043202774641
862	1,43828306264501	0,9945	0,9237	596,029406355864
863	1,43661645422943	1,0005	0,9293	601,017409662849
864	1,4349537037037	0,9792	0,9096	589,586129375706
865	1,43329479768786	0,9632	0,8949	581,29562832715
866	1,43163972286374	0,849	0,7888	513,560771092112
867	1,42998846597463	0,9155	0,8507	555,066365139539
868	1,42834101382488	0,9592	0,8914	582,903936763994
869	1,42669735327963	0,9496	0,8825	578,400456202613
870	1,42505747126437	0,9676	0,8993	590,721438941765
871	1,42342135476464	0,9539	0,8867	583,697088159381
872	1,42178899082569	0,9669	0,8989	593,011203097274
873	1,42016036655212	0,9572	0,89	588,409323116632
874	1,41853546910755	0,9404	0,8745	579,407154702371
875	1,41691428571429	0,9269	0,862	572,397009598322
876	1,41529680365297	0,9528	0,8863	589,73693563478
877	1,41368301026226	0,9562	0,8895	593,193377802872
878	1,4120728929385	0,9524	0,8861	592,184160025811
879	1,41046643913538	0,9366	0,8714	583,687337151153
880	1,40886363636364	0,9396	0,8743	586,890014518471
881	1,40726447219069	0,9086	0,8456	568,817458138409
882	1,40566893424036	0,9325	0,8679	585,105767059203
883	1,40407701019253	0,9293	0,8649	584,420864413615
884	1,40248868778281	0,9331	0,8686	588,140501371189
885	1,40090395480226	0,9442	0,8791	596,484146636554
886	1,39932279909707	0,9075	0,8452	574,595797709308
887	1,39774520856821	0,9106	0,848	577,860825455719
888	1,39617117117117	0,9223	0,859	586,606010001613
889	1,39460067491564	0,9346	0,8704	595,76867768995
890	1,39303370786517	0,9239	0,8608	590,273584449105
891	1,39147025813692	0,9258	0,8626	592,817413937732
892	1,38991031390135	0,9088	0,8469	583,238783029521
893	1,38835386338186	0,8733	0,8141	561,713350298435
894	1,38680089485459	0,8513	0,7941	548,789810291983
895	1,38525139664804	0,8136	0,7596	525,660542022907
896	1,38370535714286	0,7625	0,7127	493,746733344088
897	1,38216276477146	0,6657	0,6231	432,027916841426
898	1,38062360801782	0,7178	0,6714	466,879166962413
899	1,37908787541713	0,5487	0,5146	357,686633892563
900	1,37755555555556	0,7426	0,6943	485,163736086466
901	1,37602663706992	0,5993	0,5616	392,411952976287
902	1,37450110864745	0,6679	0,625	438,301428940152
903	1,37297895902547	0,6889	0,6448	453,085384820132
904	1,37146017699115	0,8446	0,7886	556,719336667204
905	1,36994475138122	0,8171	0,7634	539,784906839813
906	1,36843267108168	0,7756	0,725	513,502501693822
907	1,36692392502756	0,6385	0,5983	423,666225600903
908	1,36541850220264	0,6522	0,6109	433,711421842233
909	1,36391639163916	0,7043	0,6591	469,389988949831
910	1,36241758241758	0,6247	0,5855	417,256065494435
911	1,3609220636663	0,6681	0,6258	447,225536457493
912	1,3594298245614	0,6889	0,6451	462,16199516051
913	1,3579408543264	0,6283	0,5891	422,432168656235
914	1,35645514223195	0,6265	0,5874	422,145179867721
915	1,35497267759563	0,6784	0,6355	458,116986610744
916	1,35349344978166	0,5765	0,541	390,156302629456
917	1,35201744820065	0,7302	0,6835	495,254999032102
918	1,35054466230937	0,5927	0,5561	402,873459267624
919	1,34907508161045	0,7388	0,6916	503,2760661397
920	1,34760869565217	0,7441	0,6966	507,990191966446
921	1,34614549402823	0,7805	0,73	533,999113163414
922	1,34468546637744	0,7003	0,6558	480,16924116793
923	1,34322860238353	0,745	0,697	511,92700838845
924	1,34177489177489	0,7215	0,6757	496,853834489434
925	1,34032432432432	0,7111	0,6662	490,752490321019
926	1,33887688984881	0,7033	0,6588	486,419479593483
927	1,33743257820928	0,7874	0,7368	545,761941119535
928	1,33599137931034	0,5897	0,5536	409,614619132118
929	1,33455328310011	0,5513	0,5179	383,767142522988
930	1,33311827956989	0,4321	0,4068	301,438369091789
931	1,33168635875403	0,4092	0,3854	286,077271495403
932	1,33025751072961	0,3009	0,2839	210,815423132763
933	1,32883172561629	0,2484	0,2346	174,406733021455
934	1,32740899357602	0,1438	0,136	101,181475076625
935	1,32598930481283	0,2508	0,2369	176,84758025488
936	1,32457264957265	0,1614	0,1527	114,052181319568
937	1,32315901814301	0,1634	0,1545	115,712320212938
938	1,32174840085288	0,2006	0,1896	142,359014679787
939	1,32034078807242	0,3989	0,3759	283,689713582836
940	1,31893617021277	0,4718	0,4441	336,249782222939
941	1,31753453772582	0,372	0,3507	265,687152766575
942	1,31613588110403	0,4053	0,3819	290,086005162123
943	1,31474019088017	0,2783	0,2629	199,611224955638
944	1,31334745762712	0,2858	0,2699	205,425608001291
945	1,31195767195767	0,3682	0,3473	265,21358686885
946	1,31057082452431	0,1946	0,1841	140,466731408292
947	1,30918690601901	0,3711	0,3501	268,435086223584
948	1,307805907173	0,2742	0,2591	198,761604129698
949	1,30642781875659	0,494	0,4651	358,845696080013
950	1,30505263157895	0,1473	0,1394	107,225560574286
951	1,30368033648791	0,4838	0,4556	352,919183577996
952	1,30231092436975	0,2689	0,2542	196,568112276174
953	1,300944386149	0,3436	0,3244	251,702381351831
954	1,29958071278826	0,4241	0,3999	311,324564929827
955	1,29821989528796	0,3412	0,322	250,994458783675
956	1,29686192468619	0,3282	0,31	241,937244071624
957	1,29550679205852	0,2707	0,2559	199,967998306178
958	1,29415448851775	0,461	0,4345	341,256012260042
959	1,29280500521376	0,3739	0,3529	277,358223826424
960	1,29145833333333	0,4207	0,3969	312,725536376835
961	1,2901144640999	0,4612	0,4348	343,545640587191
962	1,28877338877339	0,4417	0,4166	329,705286981771
963	1,28743509865005	0,505	0,4759	377,739429746733
964	1,28609958506224	0,4586	0,4324	343,745076302629
965	1,28476683937824	0,5037	0,4747	378,333628407808
966	1,28343685300207	0,5028	0,4738	378,440745926762
967	1,28210961737332	0,5024	0,4735	378,922982416519
968	1,28078512396694	0,6521	0,613	492,848322632683
969	1,27946336429309	0,6862	0,6448	519,692723181158
970	1,27814432989691	0,6346	0,5969	481,606017099532
971	1,27682801235839	0,714	0,6706	542,981508307792
972	1,27551440329218	0,6877	0,6463	524,05868430392
973	1,27420349434738	0,6065	0,5708	463,132068478787
974	1,27289527720739	0,5753	0,5417	440,210762058397
975	1,27158974358974	0,5899	0,5554	452,309797951282
976	1,2702868852459	0,5719	0,5387	439,40814195838
977	1,26898669396111	0,6386	0,6008	491,661735279884
978	1,26768916155419	0,6151	0,579	474,538884013551
979	1,26639427987743	0,6382	0,6005	493,36751588966
980	1,26510204081633	0,6047	0,5694	468,425455718664
981	1,2638124362895	0,7134	0,6706	553,757329730602
982	1,26252545824847	0,6922	0,651	538,397380867882
983	1,26124109867752	0,6687	0,6292	521,178782303597
984	1,2599593495935	0,7373	0,6929	575,814767543152
985	1,25868020304569	0,6882	0,6473	538,561739796741
986	1,25740365111562	0,7508	0,7055	588,743956121955
987	1,25612968591692	0,7393	0,6949	580,902679222455
988	1,25485829959514	0,7346	0,6906	578,37988578803
989	1,2535894843276	0,7491	0,7039	590,990838119052
990	1,25232323232323	0,7323	0,6884	578,905654137764
991	1,2510595358224	0,7536	0,7083	596,948089691886
992	1,24979838709677	0,751	0,706	596,089743507017
993	1,24853977844914	0,7373	0,6933	586,396134618487
994	1,24728370221328	0,7541	0,7089	600,966242619777
995	1,24603015075377	0,7518	0,7067	600,339405549282
996	1,24477911646586	0,7488	0,7041	599,146298435232
997	1,24353059177533	0,7397	0,6956	593,054087191482
998	1,24228456913828	0,7389	0,6948	593,601674140991
999	1,24104104104104	0,7386	0,6946	594,550361832554
1000	1,2398	0,7353	0,6916	593,079528956283
1001	1,23856143856144	0,7444	0,7001	601,620861751895
1002	1,2373253493014	0,7281	0,685	589,623578319084
1003	1,23609172482552	0,7344	0,6909	595,913058235199
1004	1,23486055776892	0,7234	0,6806	588,15839199871
1005	1,23363184079602	0,6817	0,6414	555,358963139216
1006	1,2324055666004	0,7125	0,6705	581,606428456203
1007	1,23118172790467	0,7275	0,6846	595,031978948218
1008	1,22996031746032	0,7269	0,6841	595,722633973221
1009	1,22874132804757	0,7197	0,6774	590,992817954509
1010	1,22752475247525	0,7191	0,677	591,671164703984
1011	1,22631058358061	0,7228	0,6803	595,893739958058
1012	1,22509881422925	0,7188	0,6767	593,768920148411
1013	1,22388943731491	0,7176	0,6756	593,949729311179
1014	1,22268244575937	0,7207	0,6785	597,6938677206
1015	1,22147783251232	0,7082	0,6668	588,486324407163
1016	1,22027559055118	0,7113	0,6698	592,227530892079
1017	1,21907571288102	0,7034	0,6624	586,803422003549
1018	1,21787819253438	0,7142	0,6726	596,985482174544
1019	1,21668302257115	0,6888	0,6488	576,885833844168
1020	1,21549019607843	0,699	0,6584	586,578157767382
1021	1,21429970617042	0,7018	0,6611	590,083153573157
1022	1,21311154598826	0,6897	0,6498	581,045825778351
1023	1,2119257086999	0,6951	0,6549	586,741658251331
1024	1,2107421875	0,6906	0,6508	584,083388933699
1025	1,20956097560976	0,6975	0,6573	591,071896676883
1026	1,2083820662768	0,6964	0,6563	591,291794160348
1027	1,20720545277507	0,6931	0,6532	589,637578561058
1028	1,20603112840467	0,6939	0,654	591,468315534764
1029	1,20485908649174	0,6863	0,6469	586,128874253912
1030	1,20368932038835	0,6906	0,6509	590,948169059526
1031	1,20252182347236	0,6874	0,648	589,352630585578
1032	1,20135658914729	0,6879	0,6485	590,925963542507
1033	1,20019361084221	0,6761	0,6375	581,915529036941
1034	1,19903288201161	0,6802	0,6414	586,578408775609
1035	1,19787439613527	0,6823	0,6435	589,528002500403
1036	1,19671814671815	0,682	0,6432	590,408027101145
1037	1,19556412729026	0,675	0,6366	585,476750282304
1038	1,19441233140655	0,6717	0,6336	583,738614937893
1039	1,19326275264678	0,6764	0,638	588,956286820455
1040	1,19211538461538	0,6717	0,6337	585,990256492983
1041	1,1909702209414	0,6718	0,6338	587,205110340377
1042	1,18982725527831	0,672	0,6341	588,508959509598
1043	1,18868648130393	0,6653	0,6277	583,760235279884
1044	1,18754789272031	0,6683	0,6307	587,517526052589
1045	1,18641148325359	0,6645	0,6271	585,296509517664
1046	1,18527724665392	0,6471	0,6108	571,061835457332
1047	1,18414517669532	0,6569	0,6201	580,819238667527
1048	1,18301526717557	0,6627	0,6256	587,067317954509
1049	1,18188751191611	0,659	0,6221	584,904225681562
1050	1,1807619047619	0,6546	0,618	582,107194708824
1051	1,17963843958135	0,6552	0,6186	583,751068882078
1052	1,17851711026616	0,6512	0,6149	581,291857396354
1053	1,17739791073124	0,6492	0,613	580,608810130666
1054	1,17628083491461	0,6465	0,6105	579,292784320052
1055	1,17516587677725	0,6485	0,6124	582,188024278109
1056	1,17405303030303	0,6464	0,6106	581,403379899984
1057	1,17294228949858	0,6448	0,6091	581,063199870947
1058	1,17183364839319	0,6382	0,6029	576,204311017906
1059	1,17072710103872	0,6188	0,5845	559,745477335054
1060	1,16962264150943	0,6359	0,6007	576,300403290853
1061	1,16852026390198	0,6212	0,5869	564,040881755122
1062	1,16741996233522	0,6327	0,5978	575,566138732054
1063	1,16632173095014	0,6224	0,5882	567,263030811421
1064	1,16522556390977	0,632	0,5972	577,09684787869
1065	1,16413145539906	0,6291	0,5946	575,529075254073
1066	1,16303939962477	0,6171	0,5833	565,611620906598
1067	1,16194939081537	0,6203	0,5864	569,611813760284
1068	1,16086142322097	0,6194	0,5856	569,851996773673
1069	1,15977549111319	0,5863	0,5543	540,410368043233
1070	1,15869158878505	0,6047	0,5718	558,41347798032
1071	1,15760971055089	0,6166	0,583	570,467398451363
1072	1,15652985074627	0,6154	0,5819	570,420901435715
1073	1,15545200372787	0,6036	0,5709	560,527653169866
1074	1,15437616387337	0,6216	0,5878	578,319633489273
1075	1,1533023255814	0,5925	0,5605	552,272796015486
1076	1,15223048327138	0,6147	0,5814	574,032027101145
1077	1,15116063138347	0,6043	0,5718	565,369490804969
1078	1,15009276437848	0,6032	0,5708	565,388827875464
1079	1,14902687673772	0,6047	0,5721	567,846856509114
1080	1,14796296296296	0,5972	0,5652	561,843910308114
1081	1,14690101757632	0,5808	0,5497	547,427188901436
1082	1,14584103512015	0,5894	0,5577	556,561320858203
1083	1,14478301015697	0,5981	0,566	565,821028311018
1084	1,14372693726937	0,5785	0,5478	548,289962897242
1085	1,14267281105991	0,5933	0,5616	563,355051217938
1086	1,14162062615101	0,5541	0,525	527,103826100984
1087	1,14057037718491	0,567	0,5369	540,369110340377
1088	1,13952205882353	0,5932	0,5616	566,379206968866
1089	1,13847566574839	0,5792	0,5486	554,029233102113
1090	1,13743119266055	0,5557	0,5266	532,527157606065
1091	1,13638863428048	0,5884	0,5572	564,898645265366
1092	1,13534798534799	0,5812	0,5505	559,009579609615
1093	1,13430924062214	0,5106	0,4842	492,004984190999
1094	1,13327239488117	0,5397	0,5112	520,997248911115
1095	1,13223744292237	0,5207	0,4936	503,575026213906
1096	1,13120437956204	0,5032	0,4773	487,539838038393
1097	1,13017319963537	0,5785	0,5481	561,519685836425
1098	1,12914389799636	0,5029	0,4771	489,029078561058
1099	1,12811646951774	0,5077	0,4816	494,596360461365
1100	1,12709090909091	0,4858	0,4611	474,123245684788
1101	1,12606721162579	0,497	0,4717	485,936358283594
1102	1,12504537205082	0,4688	0,4451	459,197124697532
1103	1,12402538531278	0,4664	0,4429	457,675784481368
1104	1,12300724637681	0,4677	0,4441	459,784032263268
1105	1,12199095022624	0,5064	0,4807	498,731295370221
1106	1,12097649186257	0,3979	0,3784	392,58396870463
1107	1,11996386630533	0,483	0,4587	477,409152282626
1108	1,11895306859206	0,4157	0,3952	411,630847556057
1109	1,11794409377818	0,4128	0,3925	409,497400225843
1110	1,11693693693694	0,479	0,455	476,025084691079
1111	1,11593159315932	0,3315	0,3157	330,035014921762
1112	1,11492805755396	0,4136	0,3933	412,513791256654
1113	1,11392632524708	0,2685	0,256	268,276719228908
1114	1,11292639138241	0,2999	0,2858	300,189305049201
1115	1,11192825112108	0,2499	0,2383	250,59035933215
1116	1,11093189964158	0,2014	0,1922	202,318792063236
1117	1,10993733213966	0,0796	0,0762	80,1065045975157
1118	1,10894454382826	0,2175	0,2076	219,276068720761
1119	1,10795352993744	0,1132	0,1082	114,32862171318
1120	1,10696428571429	0,1419	0,1356	143,571027585094
1121	1,10597680642284	0,1859	0,1775	188,425199145023
1122	1,10499108734403	0,0817	0,0782	82,9575921922891
1123	1,1040071237756	0,1282	0,1226	130,40549911276
1124	1,10302491103203	0,1087	0,104	110,767035973544
1125	1,10204444444444	0,1443	0,1379	147,305765042749
1126	1,10106571936057	0,0516	0,0494	52,7685123407001
1127	1,10008873114463	0,1573	0,1503	161,148001048556
1128	1,0991134751773	0,0992	0,0949	101,807140506533
1129	1,09813994685562	0,1059	0,1013	108,876013792547
1130	1,09716814159292	0,0706	0,0676	72,7126472011615
1131	1,09619805481874	0,2956	0,282	304,984668172286
1132	1,0952296819788	0,2341	0,2236	241,959476044523
1133	1,09426301853486	0,1533	0,1466	158,726829891918
1134	1,09329805996473	0,0417	0,04	43,2524320051621
1135	1,09233480176211	0,0155	0,0148	16,1054101467979
1136	1,09137323943662	0,1288	0,1232	134,066692047104
1137	1,09041336851363	0,2879	0,2747	300,200189627359
1138	1,08945518453427	0,2033	0,1943	212,358804000645
1139	1,08849868305531	0,2985	0,2848	312,349022826262
1140	1,08754385964912	0,256	0,2445	268,347798031941
1141	1,08659070990359	0,1934	0,1849	203,084195354089
1142	1,08563922942207	0,2248	0,2148	236,470452653654
