Wavelength, nm	Energy, eV	Hemispherica	Direct	Hemispherica
		Hemispherical Tilt Irrad, W.m-2.nm-1	Direct + Circumsolar, W.m-2.nm-1	Hemispherical Tilt Irrad, W.m-2.eV-1
1652	0,750484261501211	0,2237	0,2175	492,418587514115
1653	0,750030248033878	0,2228	0,2166	491,031396354251
1654	0,749576783555018	0,2158	0,2099	476,179636070334
1655	0,749123867069486	0,2223	0,2162	491,115710195193
1656	0,748671497584541	0,221	0,2149	488,83388933699
1657	0,748219674109837	0,2222	0,2161	492,081954992741
1658	0,747768395657419	0,2249	0,2187	498,662690433941
1659	0,747317661241712	0,2212	0,2151	491,050618809485
1660	0,746867469879518	0,2233	0,2172	496,310275850944
1661	0,746417820590006	0,2238	0,2177	498,021067752863
1662	0,745968712394705	0,2191	0,2131	488,149427649621
1663	0,745520144317498	0,2224	0,2163	496,098197773834
1664	0,745072115384615	0,221	0,215	493,568330375867
1665	0,744624624624625	0,2118	0,2061	473,590300854977
1666	0,744177671068427	0,1788	0,1741	400,281829972576
1667	0,74373125374925	0,2107	0,205	472,26319753186
1668	0,743285371702638	0,2146	0,2088	481,581924826585
1669	0,742840023966447	0,2152	0,2094	483,507603807066
1670	0,742395209580838	0,2217	0,2157	498,708767543152
1671	0,74195092758827	0,2188	0,2129	492,774907888369
1672	0,741507177033493	0,2115	0,2058	476,904352314889
1673	0,741063956963539	0,2163	0,2105	488,311294321665
1674	0,740621266427718	0,2158	0,21	487,765091788998
1675	0,740179104477612	0,2136	0,2079	483,369495079852
1676	0,739737470167064	0,2115	0,2058	479,188920793676
1677	0,739296362552176	0,2123	0,2067	481,575614373286
1678	0,738855780691299	0,2092	0,2037	475,109769962897
1679	0,738415723645027	0,213	0,2074	484,316609937087
1680	0,73797619047619	0,2056	0,2002	468,047620583965
1681	0,737537180249851	0,1945	0,1894	443,305786820455
1682	0,737098692033294	0,2037	0,1983	464,827035650911
1683	0,736660724896019	0,2091	0,2036	477,716930069366
1684	0,736223277909739	0,198	0,1928	452,895215357316
1685	0,735786350148368	0,2132	0,2076	488,24227294725
1686	0,735349940688019	0,2103	0,2048	482,172881755122
1687	0,734914048606995	0,2048	0,1995	470,119738022262
1688	0,734478672985782	0,2101	0,2047	482,857859654783
1689	0,734043812907046	0,2072	0,2018	476,757373124698
1690	0,733609467455621	0,2052	0,1999	472,714728181965
1691	0,73317563571851	0,193	0,1881	445,136177609292
1692	0,73274231678487	0,2071	0,2017	478,221595741249
1693	0,732309509746013	0,2113	0,2059	488,496865381513
1694	0,731877213695395	0,2048	0,1995	474,029240845298
1695	0,731445427728614	0,2097	0,2043	485,943976851105
1696	0,731014150943396	0,2092	0,2038	485,357498951444
1697	0,730583382439599	0,1811	0,1765	420,659307872237
1698	0,730153121319199	0,2074	0,2021	482,316913695757
1699	0,729723366686286	0,2055	0,2002	478,461449830618
1700	0,729294117647059	0,1998	0,1946	465,738022261655
1702	0,728437132784959	0,204	0,1987	476,64785933215
1705	0,727155425219941	0,1978	0,1928	463,792180190353
1710	0,725029239766082	0,1879	0,1832	443,166954347475
1715	0,722915451895044	0,1897	0,1849	450,032571785772
1720	0,720813953488372	0,187	0,1823	446,217777060816
1725	0,718724637681159	0,1781	0,1737	427,455083481207
1730	0,716647398843931	0,1741	0,1698	420,280601709953
1735	0,714582132564841	0,1615	0,1576	392,120775528311
1740	0,712528735632184	0,1682	0,1641	410,745539603162
1745	0,710487106017192	0,1548	0,1511	380,198314244233
1750	0,708457142857143	0,1657	0,1616	409,304928214228
1755	0,706438746438746	0,153	0,1493	380,096648653009
1760	0,704431818181818	0,16	0,1561	399,754799161155
1765	0,702436260623229	0,1328	0,1297	333,684368446524
1770	0,70045197740113	0,1417	0,1383	358,067373769963
1775	0,698478873239437	0,1148	0,1121	291,733949024036
1780	0,696516853932584	0,1005	0,0981	256,835134699145
1785	0,694565826330532	0,077	0,0752	197,886211485723
1790	0,692625698324022	0,0889	0,0868	229,750354895951
1795	0,690696378830084	0,0469	0,0459	121,884959267624
1800	0,688777777777778	0,0318	0,0311	83,1037264074851
1805	0,686869806094183	0,0148	0,0145	38,8923778028714
1810	0,684972375690608	0,0097	0,0095	25,6316905952573
1815	0,683085399449036	0,0033	0,0032	8,7683033553799
1820	0,681208791208791	1E-3	1E-3	2,67172124536216
1825	0,679342465753425	0,0013	0,0012	3,49234755605743
1830	0,677486338797814	0	0	0
1835	0,675640326975477	0	0	0
1840	0,673804347826087	0	0	0
1845	0,671978319783198	0	0	0
1850	0,670162162162162	0	0	0
1855	0,668355795148248	0	0	0
1860	0,666559139784946	0	0	0
1865	0,664772117962466	0	0	0
1870	0,662994652406417	0	0	0
1875	0,661226666666667	0	0	0
1880	0,659468085106383	1E-4	1E-4	0,285078238425553
1885	0,657718832891247	0	0	0
1890	0,655978835978836	2E-4	2E-4	0,576238102919826
1895	0,654248021108179	1E-4	1E-4	0,289645507339894
1900	0,652526315789474	0	0	0
1905	0,650813648293963	0	0	0
1910	0,649109947643979	0	0	0
1915	0,647415143603133	0	0	0
1920	0,645729166666667	5E-4	4E-4	1,48669140183901
1925	0,644051948051948	9E-4	9E-4	2,69000040329085
1930	0,642383419689119	6E-4	5E-4	1,8026617196322
1935	0,640723514211886	0,0036	0,0035	10,8720842071302
1940	0,639072164948454	0,0033	0,0032	10,0176480077432
1945	0,637429305912596	0,0109	0,0107	33,2593744958864
1950	0,635794871794872	0,0167	0,0165	51,2193498951444
1955	0,634168797953964	0,01	0,0099	30,8277544765285
1960	0,632551020408163	0,0219	0,0216	67,8585578319084
1965	0,630941475826972	0,0286	0,0281	89,0716526859171
1970	0,629340101522843	0,0488	0,0481	152,756831747056
1975	0,627746835443038	0,0679	0,0667	213,625131069527
1980	0,626161616161616	0,0755	0,0742	238,740280690434
1985	0,624584382871537	0,0831	0,0816	264,10122398774
1990	0,623015075376884	0,0856	0,0841	273,418744958864
1995	0,621453634085213	0,0812	0,0798	260,669487014035
2000	0,6199	0,0382	0,0375	123,245684787869
2005	0,618354114713217	0,015	0,0147	48,6371793837716
2010	0,61681592039801	0,0397	0,0391	129,369228907888
2015	0,615285359801489	0,0266	0,0262	87,1124253911921
2020	0,613762376237624	0,045	0,0442	148,102919825778
2025	0,612246913580247	0,074	0,0728	244,754194224875
2030	0,610738916256158	0,0849	0,0835	282,194232940797
2035	0,609238329238329	0,0964	0,0948	321,998782061623
2040	0,607745098039216	0,0898	0,0883	301,429004678174
2045	0,606259168704156	0,0911	0,0896	307,293496934989
2050	0,604780487804878	0,0679	0,0669	230,157888369092
2055	0,60330900243309	0,0549	0,0541	187,001187691563
2060	0,601844660194175	0,0692	0,0682	236,858461042104
2065	0,600387409200968	0,0619	0,061	212,901699870947
2070	0,598937198067633	0,0657	0,0647	227,067212453622
2075	0,597493975903614	0,0774	0,0763	268,79768914341
2080	0,596057692307692	0,0868	0,0855	302,896854331344
2085	0,59462829736211	0,0851	0,0838	298,393972818196
2090	0,593205741626794	0,0891	0,0878	313,919753185998
2095	0,591789976133651	0,0897	0,0884	317,547622600419
2100	0,590380952380952	0,0861	0,0849	306,259880625907
2105	0,588978622327791	0,0932	0,0918	333,095281497016
2110	0,587582938388626	0,0897	0,0883	322,111122761736
2115	0,586193853427896	0,0917	0,0903	330,855567430231
2120	0,584811320754717	0,0876	0,0863	317,558832069689
2125	0,583435294117647	0,0886	0,0873	322,700738022262
2130	0,58206572769953	0,0898	0,0884	328,612372963381
2135	0,580702576112412	0,09	0,0887	330,892281013067
2140	0,579345794392523	0,0908	0,0894	335,398999838684
2145	0,577995337995338	0,0895	0,0881	332,143682448782
2150	0,576651162790698	0,0846	0,0834	315,424665268592
2155	0,575313225058005	0,0848	0,0836	317,642619777383
2160	0,573981481481481	0,0842	0,0829	316,8603968382
2165	0,572655889145496	0,0763	0,0752	288,462064445878
2170	0,571336405529954	0,082	0,0808	311,445233102113
2175	0,570022988505747	0,0804	0,0793	306,777101145346
2180	0,568715596330275	0,0818	0,0806	313,555670269398
2185	0,567414187643021	0,0746	0,0735	287,269870140345
2190	0,566118721461187	0,0791	0,0779	305,994120019358
2195	0,564829157175399	0,079	0,0778	307,004335376674
2200	0,563545454545455	0,0712	0,0702	277,954508791741
2205	0,562267573696145	0,074	0,0729	290,199911276012
2210	0,560995475113122	0,0793	0,0782	312,396459106307
2215	0,559729119638826	0,0763	0,0752	301,939802790773
2220	0,558468468468468	0,0777	0,0766	308,869720922729
2225	0,557213483146067	0,0755	0,0744	301,477808920794
2230	0,555964125560538	0,0758	0,0747	304,037602839168
2235	0,554720357941834	0,0743	0,0733	299,358942974673
2240	0,553482142857143	0,0731	0,0721	295,843329569285
2245	0,552249443207127	0,0708	0,0699	287,815591224391
2250	0,551022222222222	0,0719	0,071	293,590700112921
2255	0,54980044345898	0,0677	0,0669	277,670747297951
2260	0,54858407079646	0,0669	0,0661	275,607710921116
2265	0,547373068432671	0,0681	0,0674	281,794097838361
2270	0,546167400881057	0,0649	0,0641	269,739643490886
2275	0,544967032967033	0,064	0,0633	267,172124536216
2280	0,543771929824561	0,0663	0,0656	277,991547023714
2285	0,542582056892779	0,0631	0,0624	265,735842474593
2290	0,541397379912664	0,0632	0,0625	267,323052105178
2295	0,540217864923747	0,0613	0,0606	260,419932650427
2300	0,53904347826087	0,0588	0,0582	250,888853040813
2305	0,537874186550976	0,0592	0,0585	253,695015325052
2310	0,536709956709957	0,0639	0,0632	275,025641232457
2315	0,535550755939525	0,0581	0,0575	251,146130424262
2320	0,534396551724138	0,052	0,0515	225,749959670915
2325	0,533247311827957	0,0562	0,0556	245,036396999516
2330	0,532103004291845	0,0568	0,0562	248,718761090498
2335	0,530963597430407	0,058	0,0574	255,064566865623
2340	0,52982905982906	0,0458	0,0454	202,276560735603
2345	0,528699360341151	0,0514	0,0509	227,98022664946
2350	0,527574468085106	0,0415	0,0411	184,855420229069
2355	0,526454352441614	0,0475	0,047	212,482809727375
2360	0,525338983050847	0,0502	0,0497	225,515341184062
2365	0,524228329809725	0,0494	0,0489	222,862812550411
2370	0,523122362869198	0,0308	0,0305	139,53905468624
2375	0,522021052631579	0,0441	0,0437	200,638459832231
2380	0,520924369747899	0,0426	0,0421	194,63094047427
2385	0,519832285115304	0,0308	0,0305	141,310961445394
2390	0,518744769874477	0,0371	0,0367	170,929916115503
2395	0,517661795407098	0,0406	0,0402	187,838857073722
2400	0,516583333333333	0,0442	0,0437	205,349249879013
2405	0,515509355509356	0,0336	0,0333	156,753702210034
2410	0,514439834024896	0,0338	0,0335	158,343103726407
2415	0,513374741200828	0,0273	0,0271	128,423731650266
2420	0,512314049586777	0,0266	0,0264	125,649491853525
2425	0,511257731958763	0,0331	0,0328	157,000070575899
2430	0,510205761316872	0,0451	0,0447	214,801572834328
2435	0,509158110882957	0,0149	0,0148	71,2578258590095
2440	0,508114754098361	0,0432	0,0429	207,44920148411
2445	0,507075664621677	0,0208	0,0207	100,292724633005
2450	0,506040816326531	0,0136	0,0135	65,8444910469431
2455	0,505010183299389	0,0249	0,0247	121,046073963543
2460	0,503983739837398	0,0334	0,0332	163,02906920471
2465	0,502961460446247	0,0241	0,024	118,113423536054
2470	0,501943319838057	0,0167	0,0166	82,1786013873205
2475	0,500929292929293	0,0165	0,0164	81,5234816099371
2480	0,49991935483871	0,008	0,008	39,6864010324246
2485	0,498913480885312	0,0056	0,0056	27,8926117115664
2490	0,497911646586345	0,0035	0,0035	17,5031053395709
2495	0,496913827655311	0,0029	0,0029	14,5608747378609
2500	0,49592	0,0071	0,007	35,7920632360058
2505	0,494930139720559	0,0015	0,0015	7,59198056138087
2510	0,49394422310757	0,0022	0,0022	11,1793999032102
2515	0,492962226640159	5E-4	5E-4	2,5509053879658
2520	0,491984126984127	4E-4	4E-4	2,04884658815938
2525	0,491009900990099	0	0	0
2530	0,4900395256917	0	0	0
2535	0,489072978303748	0	0	0
2540	0,488110236220472	0	0	0
2545	0,487151277013752	0	0	0
2550	0,486196078431373	0	0	0
2555	0,485244618395303	0	0	0
2560	0,484296875	0	0	0
2565	0,483352826510721	0	0	0
2570	0,482412451361868	0	0	0
2575	0,48147572815534	0	0	0
2580	0,480542635658915	0	0	0
2585	0,479613152804642	0	0	0
2590	0,478687258687259	0	0	0
2595	0,47776493256262	0	0	0
2600	0,476846153846154	0	0	0
2605	0,475930902111324	0	0	0
2610	0,475019157088123	0	0	0
2615	0,474110898661568	0	0	0
2620	0,473206106870229	0	0	0
2625	0,472304761904762	0	0	0
2630	0,471406844106464	0	0	0
